tweet_id,tweet_text,class_label,split
914554102033481728,@foster2adoptof4 @bbusa617 This doesnt jive w/fact that lack of navigable roads id prob Not striking unions,not_humanitarian,dev
913587343029760000,"Wait is #trump himself running out of food in this scenario? If not, he couldnt care less. #HurricaneMaria",not_humanitarian,dev
913237722902548480,"Libs lie saying, Puerto Rico is getting no assistance from USA/Trump ἟A἟8἟5἟7 ἟A἟8",not_humanitarian,dev
914212095939481600,Heres where Trump spent the past 10 days as Puerto Rico collapsed  Hurricane Maria is the largest storm to hit P,not_humanitarian,dev
914234891105161216,"Our POTUS is this close to becoming a Hurricane Maria Truther (storm was just a little squall, minor property damage)",not_humanitarian,dev
913961822465679361,"Can people not understand how MANY natural disasters we have been routing resources to? Yes, they need help but unfortunately it takes time.",not_humanitarian,dev
913295904538529792,",@realDonaldTrump maybe you can open #MaraLago 4 #PuertoRico refugees. They will be coming 2 the mainland by the millions #HurricaneMaria",not_humanitarian,dev
911731648462508033,@Shananana11 @realDonaldTrump Trump dividing America with racist taunts Puerto Rico needs a massive and immediate relief + rebuilding effort,not_humanitarian,dev
914091802407456769,They need water food gas they dont need a wimpy little president you are not a dictator you Putin wanna a be,not_humanitarian,dev
914156016912162816,Why arent the people of PR helping themselves instead of asking for handouts &amp; help? This is why @realDonaldTrump you piece of shit! ὢ1ὢ1ὢ1,not_humanitarian,dev
914210374437576704,"@realDonaldTrump It takes a village, Trump. You praise Governor who praise you, you attack Mayor who doesnt praise you, cries for help for her people. You are vile. Just help! #PuertoRicoCrisis",not_humanitarian,test
913125316528394242,@GetWisdomDude When will enough be enough? Waiver shouldve been in place minutes after hurricane Maria hit. Where are aerial drops of supplies?,not_humanitarian,test
914195964449009664,@DavidBegnaud @Lin_Manuel @SpiritAirlines A great way for @SpiritAirlines to be a corporate world citizen. #HurricaneMaria #PuertoRico #help #support,not_humanitarian,test
914249128485572609,RT @pop6627: God helps those who helps themselves,not_humanitarian,test
914068328334979073,#THEYAREAMERICANS #PuertoRico #Maria @realDonaldTrump #USA #HurricaneMaria #HELP TALK @ THEIR DEBT THAT YOU ADDED TO!!,not_humanitarian,test
914616669678555136,@BreakingDTrump @realDonaldTrump  Dems are illegal union members are blocking aid in Puerto Rico.,not_humanitarian,test
913441028203524096,RT @VanityNutrition: This can cause big secondary problems for all flooded areas #HurricaneHarvey #HurricaneIrma #HurricaneMaria,not_humanitarian,test
910671596460953600,VERY SCARY VIDEO OF HURRICANE MARIA 175mph wind WARNING FLASH FLOOD PUER  via @YouTubeὤFἿCὤFἿCὤFἿChope my friends are ok,not_humanitarian,test
912405553447448576,Literally a tweet 4 everything what he’s doing now that he opposed it just 2 get 2 @BarackObama.We have #HurricaneMaria victims #PuertoRico,not_humanitarian,test
912461235941081093,They are not brought to their knees! They are rightly counting on the assistance of the American Government to whom they pledge allegiance.,not_humanitarian,test
914702252677435392,"I cant believe U think dedicating ur golf match2 P.Rican victims of hurricane Maria makes up for ur ignorance,stupidity,racism 2 P.Ricans.",not_humanitarian,test
913792089204420608,".@realDonaldTrump Instead of golfing this weekend, go to PR and do something to help these people who are US citizens!",not_humanitarian,test
914132588247359488,President Trump attacking the mayor of a hurricane ravaged city and its victims from a golf resort!! #PuertoRico #HurricaneMaria,not_humanitarian,test
913174884347514882,RT @retail_recruit: .@realDonaldTrump guilty of egregious dereliction of duty bordering on willful endangerment. #PuertoRico,not_humanitarian,test
912043910846967813,We feel like second class american citizens. If Miami had gotten destroyed like that the story would be different #HurricaneMaria,not_humanitarian,test
912361626778484737,"Not content to just inflict long term healthcare damage to Americans, Trump watches 3.5m more of us waste away in while he does nothing.",not_humanitarian,test
914129696534810624,@realDonaldTrump Your general states they NEED MORE HELP. Every death from here on out is blood on your hands. Act like a leader donny,not_humanitarian,test
912465667290431488,@ananavarro this is why @realDonaldTrump doesnt want to #help #PuertoRico #loser,not_humanitarian,test
914275700986826752,RT @NGrossman81: TOP 5 HURRICANE MARIA VICTIMS: 1) Donald Trump 2) Holders of Puerto Rican debt 3) First responders 4) The NFL 5) Non-mayor,not_humanitarian,test
914949942954905605,RT @sweetpeach77: ‼️#BitchFace Mayor in Puerto Rico SELLING OUR SHIPMENTS OF RELIEF‼️ NOW #JAILTIME,not_humanitarian,test
911845355049889792,Probably this is a signal and an opportunity to go with a full distributed PV solution across #PuertoRicoSeLevanta,not_humanitarian,test
910658586539286528,"The World full criminals gay poofters drugs porno any thin abuse children Australia church and much more , the END soon in this World",not_humanitarian,test
913801694299004929,Puerto Rico crisis: San Juan Mayor slams US officials over response to Hurricane Maria relief efforts.,not_humanitarian,test
911995777639157760,"@realDonaldTrump, shouldnt you be focused on American citizens in @PuertoRicoPUR who desperately need help after #HurricaneMaria?",not_humanitarian,test
914588097735622656,@TheDemocrats Doing what they do. Exploiting a tragedyThis is NOT AMERICA. REFUSING to DELIVER AIDThink about That.,not_humanitarian,test
914369066177060864,so she had time to make hats and shirts but didnt have an emergency plan for her City?,not_humanitarian,test
911734717862445056,"While the president screams at athletes peacefully protesting, Puerto Rico is in dire need of help.",not_humanitarian,test
914607502901350400,@GregGutfeldShow Dim moto: Who u gonna believe me r ur lying eyes? US food behind mayor.,not_humanitarian,test
914497409551667200,@PressSec #MAGA crowd claiming drivers on strike: more likely they are trying to stay alive! Diesel and clear roads needed!,not_humanitarian,test
912393708707962882,RT @Berlinwall69: People of color live in Puerto Ricoexpect no help from @RealDonaldTrump #ImpeachRacisttrump,not_humanitarian,test
913832979507535872,"But its a really big ocean. With lots of water. Big, really big. #man-child",not_humanitarian,test
911939172818194433,"@EddieSheerr GEFS as usual looks under dispersed. EPS has two camps, one with track over St Johns, one much farther SE",not_humanitarian,test
911793050078158848,RT @nadiamdrake: Heres what we know so far about the damage done to Arecibos iconic @NAICobservatory:,not_humanitarian,test
913261445088980992,"Electing disgusting people into office harms real Americans, take political action to reverse the damage others caused, be the change",not_humanitarian,test
914790967278014464,@jethro63_greg @cnni Except the multiple sources saying she isnt going to meetings with fema to coordinate aid. And this.,not_humanitarian,test
912338507112337413,Why isnt @realDonaldTrump tweeting about this? Where is the attention and help THESE Americans need???,not_humanitarian,test
913136517002010625,"@CNNPolitics @DHSgov are you moving on this or just shuffling the requests around? For heavens sake, its been A WEEK! #PuertoRicoAid #HurricaneMaria",not_humanitarian,test
910580055398604800,RT @ilovewonpil: we cant communicate with any of our friends/family bc of the hurricane im so scared Maria has already destroyed so much :(,not_humanitarian,test
914671342410137600,No one debating places still need help. Trying to say that ANY place still in need means NO ONE is doing ANYTHING? False equivalent.,not_humanitarian,test
910609387613339648,"Man the world is like gettin wiped out &gt; Island of Puerto Rico destroyed by Hurricane Maria,officials say  via @GMA",not_humanitarian,test
910696046342352897,"I would not deny aid to Puerto Rico but, given their horrendous fiscal mismanagement, Id urge strong oversight.",not_humanitarian,test
912370754636992518,RT @jasjuliet: @MingjueChen  All of these are direct-to-island and NOT Red Cross!,not_humanitarian,test
913588241340628992,This is your fathers attempt at genocide. Fewer gallons of water than people. And ships with aid being literally held at bay. Fuck you.,not_humanitarian,test
914215817172185089,This is what they r dealing w/ @realDonaldTrump U wouldnt last 2 minutes in these conditions U killed ppl &amp; we will hold u accountable,not_humanitarian,test
913225790199861249,@CNN Does CNN not care about Hurricane Maria with all the destruction? All CNN reports on is negative Trump,not_humanitarian,test
914481247933681665,Trump lashes out at San Juan mayor who begged for more help (from @AP) #HurricaneMaria,not_humanitarian,test
913262556621398016,Unbelievable. Donald Trump Refuses to Send More Aid to Puerto Rico,not_humanitarian,test
914952274912448512,I haven’t even seen him gone to visit the victims of hurricane maria. Like wtf?,not_humanitarian,test
911734320766832640,RT @bfishbfish: Puerto Rico is in ruins &amp; Congress is focusing on pricing pre-existing conditions out of healthcare coverage. /,not_humanitarian,test
913737589907185664,RT @dwallacewells: Marias climate refugees are only the start.,not_humanitarian,test
914615414512062466,Rosie Perez: Blames Hurricane Marias Destruction Of Puerto Rico On Pres. Trump  #maga #deplorables #donaldtrump,not_humanitarian,test
912431945216339968,Bet ya @realDonaldTrump #realDonaldTrump @POTUS #POTUS will mention of the east coast destruction before he says a word about Puerto Ricos,not_humanitarian,test
914868289649741826,Really? Because @realDonaldTrump didnt even hold a meeting on hurricane Maria until 6 days after it had destroyed PR &amp; USVI. #fakepotus,not_humanitarian,test
